netPnL,closeTime,openTime,tradeId,ticker,direction,setup,rMultiple,quantity,riskAmount,mae_r,mfe_r,mae_points,mfe_points,highestPrice,lowestPrice,plannedRR,entryPrice,exitPrice,stopLoss,takeProfit,commission_at_entry,spread_pips_at_entry,pip_value_at_entry,closeType,durationMinutes,status,originalRiskAmount,rewardToRiskRatio,mfe,mae,total_mfe_r,capture_ratio,management_gap,exit_timing_gap,would_have_won,exit_confirmed,dayOfWeek,hourOfEntry,hourOfExit,month,year,holdingTimeHours,holdingTimeMs,initial_sl,array_base_price,balance_at_creation,balance_at_exit,commission_total,planned_risk_pct,actual_risk_r,hasPartialCloses,hasMultipleTakeProfits,rulesFollowed,trading_session_id,sourceSessionName,bar_high_r,bar_low_r,bar_close_r,post_exit_bar_high_r,post_exit_bar_low_r,post_exit_bar_close_r
-46.02,2024-01-24T11:40:00.000Z,2024-01-24T10:13:00.000Z,22110,NQ,LONG,London Open Liquidity Scalp,-0.8524,0.6,53.99,-0.6393,1.8864,18362.43337,18373.74321,18373.74321,18360.81819,2.5,18365.29609,18360.81819,18360.81819,18376.49085,4.5,0.75,5.0,SL,87,closed,53.99,0.85,18373.74321,18362.43337,2.1603,0.4519,0.1626,0.3309,true,false,Wednesday,10,11,January,2024,1.45,5220000,18360.81819,18365.29609,11659.83,11613.81,9.0,0.463,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.2434, 0.2434, 0.4234, 0.4234, 0.4515, 0.4515, 0.4515, 0.5009, 0.5545, 0.5545, 0.5545, 0.5545, 0.5545, 0.6252, 0.6252, 0.6252, 0.7232, 0.7232, 0.7813, 0.7813, 0.7953, 0.9012, 0.9012, 0.9012, 0.9012, 0.9012, 0.9012, 0.9012, 0.9012, 0.9593, 1.0653, 1.0653, 1.1027, 1.1064, 1.2115, 1.2115, 1.2115, 1.2115, 1.309, 1.309, 1.3279, 1.3279, 1.3279, 1.3279, 1.3279, 1.4475, 1.4475, 1.4475, 1.4475, 1.4475, 1.5098, 1.5098, 1.5098, 1.5098, 1.6787, 1.6787, 1.6787, 1.6787, 1.7546, 1.7546, 1.7799, 1.7799, 1.7799, 1.7799, 1.8293, 1.8293, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864, 1.8864]","[0.0265, 0.2081, 0.2081, 0.2452, 0.2452, 0.2479, 0.2479, 0.2479, 0.2917, 0.3282, 0.3282, 0.3282, 0.3282, 0.3282, 0.3282, 0.3282, 0.3282, 0.3282, 0.3935, 0.3935, 0.3935, 0.3935, 0.3935, 0.3935, 0.3935, 0.3935, 0.3935, 0.3935, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.4704, 0.511, 0.5806, 0.5806, 0.5806, 0.5806, 0.5806, 0.5806, 0.5806, 0.581, 0.581, 0.6003, 0.6003, 0.6003, 0.6003, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393, 0.6393]","[-0.0146, -0.0046, -0.0282, -0.0432, -0.0301, -0.0957, -0.0402, -0.0865, -0.1042, -0.1432, -0.1123, -0.1592, -0.1619, -0.1851, -0.1517, -0.1354, -0.2172, -0.2199, -0.1962, -0.2283, -0.1862, -0.2307, -0.2106, -0.278, -0.2836, -0.315, -0.272, -0.3173, -0.2688, -0.2847, -0.3499, -0.3601, -0.3116, -0.3424, -0.3768, -0.3879, -0.3572, -0.3795, -0.4487, -0.4415, -0.4297, -0.4406, -0.4289, -0.433, -0.4629, -0.4576, -0.5114, -0.5039, -0.5418, -0.5416, -0.5439, -0.5715, -0.5769, -0.568, -0.5694, -0.5594, -0.629, -0.6247, -0.6352, -0.6641, -0.629, -0.6584, -0.7052, -0.7211, -0.7128, -0.6786, -0.6954, -0.681, -0.7435, -0.7302, -0.7661, -0.7921, -0.8169, -0.7514, -0.826, -0.7851, -0.8218, -0.8129, -0.8219, -0.8524]","[0.9647, 1.0496, 1.1001, 1.2059, 1.2439]","[0.0017, 0.0283, 0.0957, 0.1611, 0.2028]","[-0.67, -0.8208, -0.973, -0.7055, -0.7097]"
51.78,2024-04-25T20:25:00.000Z,2024-04-25T15:45:00.000Z,22111,USDJPY,SHORT,London Open Liquidity Scalp,1.1947,0.19,43.34,-0.6119,2.1486,149.141,148.442,149.141,148.442,3.0,148.986,148.683,149.239,148.226,3.0,0.9,9.2,MANUAL,280,closed,43.34,1.19,148.442,149.141,2.5403,0.556,0.9539,0.0808,false,true,Thursday,15,20,April,2024,4.6667,16800000,149.239,148.986,11613.81,11665.59,6.0,0.3732,1.0,false,false,false,8801,London Open Liquidity Scalp — QA 200,"[0.1224, 0.2634, 0.3601, 0.4452, 0.4669, 0.4669, 0.5774, 0.5774, 0.5774, 0.5774, 0.5774, 0.5774, 0.5774, 0.7185, 0.7185, 0.7185, 0.7185, 0.7878, 0.7878, 0.8522, 0.8522, 0.8522, 0.9068, 0.9408, 0.9408, 0.9918, 0.9918, 1.1216, 1.1216, 1.1913, 1.1913, 1.1913, 1.1913, 1.1913, 1.1913, 1.2965, 1.2965, 1.2965, 1.3728, 1.3728, 1.3728, 1.3728, 1.3728, 1.3728, 1.3728, 1.3728, 1.3846, 1.5392, 1.5944, 1.6115, 1.6115, 1.6115, 1.6115, 1.8206, 1.8206, 1.8206, 1.8206, 1.9222, 1.9222, 1.9222, 1.9222, 1.9222, 1.9527, 1.9527, 1.9527, 1.9664, 2.088, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486, 2.1486]","[0.0625, 0.0962, 0.1797, 0.1797, 0.1797, 0.1999, 0.1999, 0.3038, 0.3038, 0.3038, 0.3322, 0.3322, 0.3322, 0.3322, 0.3322, 0.3322, 0.374, 0.374, 0.374, 0.374, 0.3985, 0.3985, 0.3985, 0.3985, 0.3985, 0.4285, 0.4285, 0.4285, 0.4285, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.4718, 0.5008, 0.5832, 0.5832, 0.5832, 0.5832, 0.5832, 0.5832, 0.5952, 0.5952, 0.5952, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119, 0.6119]","[-0.0202, 0.0725, 0.0144, 0.0374, 0.1088, 0.052, 0.1292, 0.0862, 0.1307, 0.1844, 0.1622, 0.1586, 0.2284, 0.1773, 0.2618, 0.2652, 0.2145, 0.2285, 0.3259, 0.2958, 0.3172, 0.3657, 0.3847, 0.386, 0.3533, 0.3694, 0.3773, 0.3832, 0.4478, 0.4311, 0.5, 0.5131, 0.4552, 0.4752, 0.5357, 0.537, 0.5686, 0.5544, 0.5767, 0.6246, 0.5962, 0.6236, 0.6681, 0.6616, 0.6658, 0.6957, 0.6773, 0.7261, 0.6972, 0.7277, 0.719, 0.7654, 0.7527, 0.8268, 0.8617, 0.8712, 0.8773, 0.8584, 0.8674, 0.9301, 0.9385, 0.8828, 0.941, 0.9356, 0.9417, 0.9693, 1.0401, 1.0372, 1.036, 1.023, 1.0333, 1.093, 1.1243, 1.0676, 1.1111, 1.1136, 1.1378, 1.1755, 1.178, 1.1947]","[1.3124, 1.3188, 1.2833, 1.3853, 1.4843, 1.4869, 1.4589, 1.4418, 1.5335, 1.6191, 1.6619, 1.7619, 1.7549, 1.7883, 1.7527, 1.7058, 1.664]","[0.0589, 0.1111, 0.1145, 0.1402, 0.1843, 0.2017, 0.262, 0.3173, 0.3749, 0.4376, 0.4544, 0.5199, 0.5234, 0.5636, 0.6255, 0.6289, 0.6815]","[1.1881, 1.1428, 1.4056, 1.1605, 1.3976, 1.2704, 1.3652, 1.4223, 1.1139, 1.0324, 1.4853, 1.3365, 1.3505, 1.4305, 1.0642, 1.469, 1.491]"
66.73,2025-10-22T09:26:00.000Z,2025-10-22T08:10:00.000Z,22112,NQ,LONG,London Open Liquidity Scalp,1.2522,0.61,53.29,-0.1708,2.8037,18168.41837,18181.38147,18181.38147,18168.41837,1.5,18169.16284,18175.6999,18164.8048,18175.6999,4.5,0.75,5.0,TP,76,closed,53.29,1.25,18181.38147,18168.41837,3.0676,0.4466,1.5515,0.31,false,false,Wednesday,8,9,October,2025,1.2667,4560000,18164.8048,18169.16284,11665.59,11732.32,9.0,0.4568,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.4183, 1.0318, 1.0927, 1.4468, 2.1016, 2.2897, 2.6868, 2.8037]","[0.0867, 0.1193, 0.1708, 0.1708, 0.1708, 0.1708, 0.1708, 0.1708]","[0.1935, 0.3364, 0.4933, 0.6066, 0.8089, 0.9407, 1.0633, 1.2522]","[1.2431, 1.3182, 1.297, 1.3337, 1.4172, 1.487, 1.5116, 1.5239, 1.523, 1.5815, 1.6555, 1.7368, 1.694, 1.7156]","[0.0123, 0.019, 0.0356, 0.1137, 0.1848, 0.2019, 0.2723, 0.3253, 0.3508, 0.4268, 0.4279, 0.4981, 0.5397, 0.6154]","[1.0932, 1.2045, 1.3235, 1.5498, 1.2907, 1.239, 1.3788, 1.151, 1.1746, 1.3173, 1.1229, 1.1833, 1.3289, 1.1864]"
56.77,2025-12-16T11:55:00.000Z,2025-12-16T09:48:00.000Z,22113,GBPUSD,SHORT,London Open Liquidity Scalp,1.3604,0.3,41.73,-0.2439,3.0218,1.25217,1.24763,1.25217,1.24763,3.0,1.25183,1.24766,1.25322,1.24766,3.5,1.2,10.0,TP,127,closed,41.73,1.36,1.24763,1.25217,3.4106,0.4502,1.6614,0.1595,false,true,Tuesday,9,11,December,2025,2.1167,7620000,1.25322,1.25183,11732.32,11789.09,7.0,0.3557,1.0,false,true,false,8801,London Open Liquidity Scalp — QA 200,"[0.2395, 0.6366, 0.6664, 0.6664, 0.9855, 0.9855, 1.0031, 1.1644, 1.3375, 1.3655, 1.5243, 1.6696, 1.8983, 1.8983, 2.2042, 2.2042, 2.2042, 2.3524, 2.4852, 2.6714, 2.6714, 2.881, 2.96, 3.0218, 3.0218]","[0.1457, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439, 0.2439]","[0.0963, 0.1168, 0.1987, 0.2175, 0.2442, 0.3264, 0.3978, 0.3986, 0.5146, 0.5489, 0.5639, 0.6588, 0.6814, 0.7732, 0.795, 0.8283, 0.9113, 1.0169, 1.034, 1.0478, 1.1006, 1.1669, 1.2337, 1.3411, 1.3604]","[1.4111, 1.3942, 1.5072, 1.4597, 1.5723, 1.6049, 1.7061, 1.7265, 1.7655, 1.8178, 1.788, 1.738, 1.7474, 1.7555, 1.7957]","[0.0598, 0.0642, 0.1015, 0.1049, 0.1153, 0.1175, 0.1447, 0.1606, 0.1971, 0.2485, 0.3201, 0.3494, 0.3978, 0.4346, 0.4363]","[1.2387, 1.6536, 1.4984, 1.563, 1.4649, 1.2834, 1.4749, 1.5026, 1.62, 1.2105, 1.2485, 1.6195, 1.2375, 1.3163, 1.4814]"
-0.27,2024-09-20T16:46:00.000Z,2024-09-20T14:11:00.000Z,22114,GBPUSD,LONG,London Open Liquidity Scalp,-0.0067,0.17,40.6,-0.4229,0.5746,1.2598,1.26221,1.26221,1.2598,3.0,1.26082,1.26092,1.2584,1.26807,3.5,1.2,10.0,BE,155,closed,40.6,0.01,1.26221,1.2598,0.9551,0.0117,0.4607,0.0951,false,false,Friday,14,16,September,2024,2.5833,9300000,1.2584,1.26082,11789.09,11788.82,7.0,0.3444,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.423, 0.423, 0.4437, 0.458, 0.458, 0.458, 0.458, 0.5746, 0.5746, 0.5746]","[0.1801, 0.2758, 0.2758, 0.2758, 0.4127, 0.4229, 0.4229, 0.4229, 0.4229, 0.4229]","[-0.0427, -0.0134, -0.012, 0.0065, -0.0413, 0.0335, 0.0154, 0.0322, -0.0407, -0.0067]","[0.0202, 0.1047, 0.06, 0.0306, 0.1236, 0.1124, 0.1905, 0.1776, 0.2908, 0.3274, 0.3679]","[0.0557, 0.1213, 0.126, 0.1956, 0.2338, 0.253, 0.2906, 0.3422, 0.3829, 0.4612, 0.4665]","[0.039, -0.0294, 0.2159, 0.1093, -0.0653, 0.1225, -0.1585, 0.0965, 0.093, 0.1017, -0.0637]"
-42.69,2024-12-10T20:14:00.000Z,2024-12-10T14:01:00.000Z,22115,GBPUSD,SHORT,London Open Liquidity Scalp,-0.9198,0.25,46.41,-0.6898,1.9089,1.26194,1.25713,1.26236,1.25713,2.0,1.26066,1.26236,1.26251,1.25696,3.5,1.2,10.0,STOP_OUT,373,closed,46.41,0.92,1.25713,1.26194,2.2132,0.4818,0.1682,0.2465,true,false,Tuesday,14,20,December,2024,6.2167,22380000,1.26251,1.26066,11788.82,11746.13,7.0,0.3937,1.0,true,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.3563, 0.3563, 0.6108, 0.6108, 0.6109, 0.6426, 0.7315, 0.8053, 0.979, 0.979, 1.0173, 1.1827, 1.1827, 1.4092, 1.4092, 1.4092, 1.7294, 1.7294, 1.7294, 1.7309, 1.7309, 1.8694, 1.9089, 1.9089]","[0.2574, 0.2574, 0.2793, 0.2793, 0.2793, 0.2793, 0.3269, 0.3269, 0.3874, 0.4652, 0.4652, 0.5145, 0.5145, 0.6252, 0.6252, 0.6275, 0.6275, 0.6475, 0.6898, 0.6898, 0.6898, 0.6898, 0.6898, 0.6898]","[-0.0304, -0.0754, -0.1159, -0.1639, -0.1996, -0.1907, -0.2705, -0.3488, -0.3133, -0.3942, -0.3968, -0.4187, -0.4542, -0.5203, -0.6165, -0.6527, -0.6355, -0.6641, -0.7493, -0.7456, -0.8437, -0.8538, -0.8529, -0.9198]","[0.9018, 0.9248, 1.0053, 1.092, 1.0694, 1.1236, 1.1551, 1.2074, 1.1829, 1.1918, 1.1738, 1.245, 1.3561, 1.4316, 1.4866, 1.5166]","[0.0061, 0.0301, 0.0887, 0.1238, 0.1521, 0.2145, 0.2237, 0.2758, 0.3286, 0.3834, 0.4264, 0.4381, 0.4453, 0.4631, 0.4948, 0.552]","[-1.1038, -0.6493, -0.9958, -0.7294, -1.0363, -0.9107, -0.7903, -0.8797, -1.1023, -0.8877, -0.792, -0.9892, -0.7031, -0.7743, -1.0203, -1.0751]"
0.01,2024-12-27T11:44:00.000Z,2024-12-27T08:00:00.000Z,22116,EURUSD,LONG,London Open Liquidity Scalp,0.0002,0.17,46.73,-0.2882,0.3439,1.08369,1.08546,1.08546,1.08369,1.5,1.0845,1.0846,1.0817,1.0887,3.0,0.8,10.0,BE,224,closed,46.73,0.0,1.08546,1.08369,0.7323,0.0006,0.4673,0.1947,false,true,Friday,8,11,December,2024,3.7333,13440000,1.0817,1.0845,11746.13,11746.14,6.0,0.3978,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.1618, 0.1618, 0.1618, 0.3094, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439, 0.3439]","[0.0114, 0.027, 0.0453, 0.1143, 0.2415, 0.2415, 0.2415, 0.2415, 0.2518, 0.2518, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2747, 0.2781, 0.2781, 0.2781, 0.2781, 0.2781, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882, 0.2882]","[0.0378, 0.03, 0.0343, 0.0317, -0.0346, -0.0255, 0.0058, -0.0014, 0.0291, 0.0163, 0.0173, 0.0192, -0.0386, -0.0236, -0.006, -0.0279, 0.0447, -0.0009, -0.0003, 0.0399, -0.0373, -0.0166, 0.0407, 0.0388, -0.0363, -0.0392, -0.0373, -0.0355, -0.001, -0.0432, 0.0296, 0.0128, 0.0433, 0.0295, 0.0166, 0.033, 0.0018, 0.0361, 0.0058, 0.0326, -0.0337, -0.0379, 0.0214, 0.0201, 0.0346, -0.0425, -0.0175, -0.031, -0.0338, 0.011, -0.0013, 0.016, 0.0031, 0.0216, 0.0169, -0.0154, 0.0044, -0.0123, 0.021, 0.0276, -0.0332, 0.0358, -0.0285, 0.0049, 0.0209, -0.0309, -0.0252, 0.0114, -0.0337, -0.0035, -0.034, 0.0079, 0.0325, -0.0108, 0.0234, -0.0213, 0.0411, 0.0238, -0.0083, 0.0002]","[0.113, 0.1369, 0.1569, 0.2425, 0.3144]","[0.0241, 0.0797, 0.149, 0.2116, 0.2652]","[0.0157, -0.072, -0.1548, 0.1813, 0.0975]"
-3.85,2024-06-28T16:26:00.000Z,2024-06-28T14:38:00.000Z,22117,XAUUSD,SHORT,London Open Liquidity Scalp,-0.0776,4.11,49.62,-0.166,1.5067,2030.213,2030.011,2030.213,2030.011,3.0,2030.193,2030.193,2030.314,2029.831,4.0,2.5,1.0,BE,108,closed,49.62,0.08,2030.011,2030.213,1.7936,0.0515,1.4291,0.3396,true,true,Friday,14,16,June,2024,1.8,6480000,2030.314,2030.193,11746.14,11742.29,8.0,0.4224,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.1084, 0.5248, 0.5248, 0.5248, 0.5248, 0.7235, 0.8851, 0.9122, 0.9122, 0.9645, 0.9645, 0.9645, 1.2537, 1.2919, 1.2919, 1.4301, 1.4301, 1.5067, 1.5067, 1.5067, 1.5067]","[0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166]","[0.0369, -0.0027, 0.0338, -0.0576, -0.018, -0.0358, 0.0092, -0.0188, 0.0051, -0.0604, -0.0412, -0.0876, -0.0907, -0.0414, -0.0239, -0.0774, -0.0499, -0.0262, -0.0717, -0.0557, -0.0776]","[0.1779, 0.295, 0.2603, 0.2679, 0.3784, 0.4005, 0.3552, 0.3164]","[0.064, 0.1431, 0.1609, 0.1735, 0.2325, 0.2801, 0.2816, 0.2999]","[-0.0056, 0.1989, -0.244, -0.0826, 0.1559, 0.1308, 0.1337, 0.0156]"
-6.71,2024-12-25T18:37:00.000Z,2024-12-25T15:32:00.000Z,22118,EURUSD,SHORT,London Open Liquidity Scalp,-0.1429,0.21,46.96,-0.4822,1.1018,1.10234,1.09873,1.10234,1.09873,3.0,1.10124,1.10114,1.10352,1.0944,3.0,0.8,10.0,BE,185,closed,46.96,0.14,1.09873,1.10234,1.372,0.1297,0.3584,0.0886,false,true,Wednesday,15,18,December,2024,3.0833,11100000,1.10352,1.10124,11742.29,11735.58,6.0,0.3999,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.321, 0.321, 0.321, 0.3406, 0.3406, 0.3406, 0.4585, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5069, 0.5829, 0.6939, 0.6939, 0.6939, 0.6939, 0.6939, 0.6939, 0.7706, 0.7706, 0.7706, 0.7706, 0.7706, 0.7706, 0.8478, 0.8478, 0.8478, 0.9182, 0.9182, 0.9182, 0.9182, 0.9429, 0.9429, 0.9983, 0.9983, 0.9983, 0.9983, 1.0573, 1.0573, 1.0573, 1.0573, 1.0573, 1.0573, 1.0594, 1.0594, 1.0594, 1.0594, 1.0594, 1.0594, 1.0594, 1.0594, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018]","[0.2007, 0.2007, 0.2105, 0.2105, 0.2618, 0.2618, 0.2618, 0.2618, 0.2618, 0.2618, 0.2618, 0.2958, 0.2958, 0.2958, 0.2958, 0.2958, 0.2958, 0.2958, 0.2958, 0.2965, 0.2965, 0.2965, 0.2965, 0.3798, 0.3798, 0.3798, 0.3798, 0.3798, 0.4078, 0.4078, 0.4078, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4198, 0.4316, 0.4316, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822, 0.4822]","[0.0417, -0.0099, -0.0439, -0.025, -0.0148, 0.0283, -0.0381, -0.052, -0.0476, -0.0129, 0.0221, 0.0158, 0.0134, 0.0126, 0.0117, -0.0423, -0.0267, -0.0651, -0.0691, -0.0062, 0.0001, -0.0131, -0.0485, -0.0216, -0.076, -0.0437, -0.0261, -0.0394, -0.0276, -0.0098, -0.0626, -0.0235, -0.0458, -0.0651, -0.0844, -0.0726, -0.056, -0.1126, -0.0263, -0.1011, -0.0798, -0.0534, -0.0499, -0.1194, -0.0532, -0.0762, -0.1139, -0.0908, -0.0795, -0.0818, -0.135, -0.0725, -0.1178, -0.0779, -0.0908, -0.0639, -0.1403, -0.0612, -0.0766, -0.1518, -0.1442, -0.1125, -0.084, -0.1117, -0.1486, -0.1288, -0.0827, -0.1331, -0.1441, -0.1394, -0.1013, -0.09, -0.0898, -0.1388, -0.1584, -0.1778, -0.1056, -0.1138, -0.1279, -0.1429]","[0.0984, 0.2182, 0.2082, 0.1793, 0.2762, 0.2431, 0.2423, 0.3307, 0.3325, 0.3141, 0.3982, 0.3918, 0.3513, 0.4331, 0.3969, 0.3912, 0.4154, 0.4227, 0.4371]","[0.0324, 0.088, 0.0882, 0.1116, 0.1698, 0.22, 0.2319, 0.2327, 0.2439, 0.3051, 0.3608, 0.4344, 0.4629, 0.4741, 0.4832, 0.5611, 0.6215, 0.6538, 0.7016]","[-0.0431, -0.2562, 0.1124, -0.0218, -0.3038, -0.2014, -0.2235, 0.0332, -0.1122, -0.1692, 0.0233, -0.312, -0.2196, -0.2289, -0.1463, -0.3199, 0.0096, 0.0839, 0.0296]"
-31.33,2024-05-16T16:08:00.000Z,2024-05-16T15:01:00.000Z,22119,EURUSD,SHORT,London Open Liquidity Scalp,-0.7096,0.2,44.15,-1.0922,1.4844,1.06329,1.05747,1.06329,1.05747,1.5,1.06082,1.06308,1.06308,1.05743,3.0,0.8,10.0,SL,67,closed,44.15,0.71,1.05747,1.06329,1.8099,0.478,0.4203,0.0045,false,true,Thursday,15,16,May,2024,1.1167,4020000,1.06308,1.06082,11735.58,11704.25,6.0,0.3762,1.0,true,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.103, 0.2227, 0.3075, 0.3075, 0.4415, 0.4415, 0.4415, 0.4415, 0.4415, 0.4415, 0.4723, 0.5825, 0.5825, 0.5825, 0.5825, 0.6939, 0.7651, 0.7651, 0.7651, 0.7651, 0.7651, 0.7651, 0.8362, 0.8362, 0.8362, 0.8362, 0.8362, 0.8362, 1.0354, 1.0354, 1.0354, 1.0354, 1.0354, 1.0354, 1.11, 1.11, 1.11, 1.1365, 1.1365, 1.2643, 1.2643, 1.2643, 1.292, 1.292, 1.292, 1.3094, 1.3094, 1.4182, 1.4182, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844, 1.4844]","[0.1764, 0.2787, 0.2787, 0.2787, 0.2787, 0.2828, 0.353, 0.353, 0.353, 0.353, 0.3631, 0.3631, 0.366, 0.366, 0.4746, 0.4746, 0.4746, 0.4746, 0.5211, 0.5211, 0.5211, 0.5521, 0.5521, 0.5521, 0.6246, 0.6279, 0.6279, 0.6279, 0.6344, 0.6344, 0.6344, 0.753, 0.753, 0.753, 0.753, 0.7883, 0.7883, 0.7883, 0.8692, 0.8692, 0.8692, 0.8692, 0.8692, 0.9601, 0.9601, 0.9936, 0.9936, 0.9947, 0.9947, 0.9947, 0.9947, 1.0865, 1.0865, 1.0865, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922, 1.0922]","[-0.0367, -0.0444, 0.0073, -0.0436, -0.0451, -0.0685, -0.0443, -0.0531, -0.1398, -0.1298, -0.1589, -0.1713, -0.1143, -0.1137, -0.1157, -0.1467, -0.1905, -0.1854, -0.2045, -0.251, -0.1795, -0.1945, -0.2447, -0.2771, -0.2623, -0.2408, -0.2494, -0.3321, -0.2839, -0.2992, -0.3386, -0.3805, -0.3298, -0.3827, -0.3335, -0.3699, -0.4147, -0.3887, -0.3959, -0.3823, -0.4628, -0.4204, -0.4572, -0.4605, -0.4507, -0.4942, -0.4823, -0.543, -0.4903, -0.5476, -0.557, -0.521, -0.5549, -0.6044, -0.5888, -0.5701, -0.6182, -0.618, -0.624, -0.6246, -0.6123, -0.6517, -0.673, -0.6718, -0.689, -0.6571, -0.7096]","[0.7469, 0.8262, 0.9036, 0.9016, 0.9783, 1.0392]","[0.0391, 0.1001, 0.1686, 0.2421, 0.2612, 0.285]","[-0.8244, -0.4647, -0.7781, -0.6788, -0.5424, -0.7895]"
