bug_ref,ticket_ref,cluster,symptom_family,rc_guess,status,tester_quote,notes
TAL-00323#4,TAL-00323,drawing_tools,first-click-fails,RC-1,user_replied,Fixed range volume profile controls do not work on first click,
TAL-00323#5,TAL-00323,drawing_tools,first-click-fails,RC-1,user_replied,Tick-per-rows selection reverts to numbers-of-rows on OK,
TAL-00323#6,TAL-00323,drawing_tools,quick-menu-defect,RC-1,user_replied,Style color picker stays stuck on screen when switching menu tabs,
TAL-00323#7,TAL-00323,drawing_tools,quick-menu-defect,RC-1,user_replied,Numeric input field loses text on edit; only arrow keys work,
TAL-00323#8,TAL-00323,drawing_tools,selection-menu-desync,RC-1,user_replied,Cannot pan chart when clicking on placed volume profile body,
TAL-00323#9,TAL-00323,drawing_tools,drag-mis-anchor,RC-3,user_replied,Extend-right should stop at last candle not extend indefinitely,
TAL-00323#10,TAL-00323,drawing_tools,label-mis-anchor,RC-3,user_replied,Price label placed at tool corners instead of high/low volume nodes,
TAL-00323#11,TAL-00323,drawing_tools,selection-menu-desync,RC-1,user_replied,After closing settings cannot draw another tool until crosshair selected,
TAL-00323#12,TAL-00323,drawing_tools,ghost-after-delete,RC-1,user_replied,Delete tool while settings open removes shape but settings remain,Arabic: delete while settings open leaves settings dialog
TAL-00323#13,TAL-00323,drawing_tools,drag-mis-anchor,RC-3,user_replied,Cannot drag volume profile body to new location after placement,Arabic: body drag does not move tool
TAL-00323#14,TAL-00323,drawing_tools,first-click-fails,RC-1,user_replied,First click does not show move handles on volume profile,
TAL-00323#15,TAL-00323,drawing_tools,label-mis-anchor,RC-3,user_replied,Price label should stay fixed at corner 1/2 not follow placement click,
TAL-00428#1,TAL-00428,drawing_tools,label-mis-anchor,RC-3,user_replied,these don't work,auto-split: one bug per short thread
TAL-00539#1,TAL-00539,drawing_tools,slow-interaction,RC-1,resolved,"When opening the background menu to change the color, it appears behind the main menu When copying and pasting the tool, it gets pasted in the same position and overlaps on itself, and sometimes its shape changes The endpoint has not been a",auto-split: one bug per short thread
TAL-00809#1,TAL-00809,drawing_tools,quick-menu-defect,RC-1,resolved,quick menu away from chart or too;,auto-split: one bug per short thread
TAL-00822#1,TAL-00822,drawing_tools,slow-interaction,RC-1,user_replied,لا تخلي السهم دائما خليه بس يظهر الانديكتور,auto-split: one bug per short thread
TAL-00835#1,TAL-00835,drawing_tools,slow-interaction,RC-1,resolved,"When I select Arrow cursor, simply clicking on any tool will display the cursor.",auto-split: one bug per short thread
TAL-00839#1,TAL-00839,drawing_tools,slow-interaction,RC-1,resolved,لما بعمل نسخ لصق بيتغير مكان اللصق وبيظهر بمكان تاني او مكان سابق,auto-split: one bug per short thread
TAL-00840#1,TAL-00840,drawing_tools,visibility-toggle,RC-2,resolved,لما اخلي الاداة تظهر لفريم واحد فقط بعدين اضغط على apply default ما بيرجع الاعدادات لباقي التايم فريم,auto-split: one bug per short thread
TAL-00843#1,TAL-00843,drawing_tools,slow-interaction,RC-1,resolved,When copying and pasting the tool the drawing is sometimes affected and the shape of its edges changes unexpectedly The endpoint behavior also needs improvement,auto-split: one bug per short thread
TAL-00844#1,TAL-00844,drawing_tools,slow-interaction,RC-1,resolved,"After cropping the chart any drawings located beyond the crop point remain hidden and cannot be accessed, selected or edited",auto-split: one bug per short thread
TAL-00845#1,TAL-00845,drawing_tools,slow-interaction,RC-1,resolved,"If the website cache and data are cleared, all saved templates are deleted as well",auto-split: one bug per short thread
TAL-00846#1,TAL-00846,drawing_tools,slow-interaction,RC-1,resolved,When copying and pasting the tool the drawing is sometimes affected and the shape of its edges changes unexpectedly The endpoint behavior also needs improvement,auto-split: one bug per short thread
TAL-00847#1,TAL-00847,drawing_tools,slow-interaction,RC-1,resolved,The maximum value requires adjustment so that it aligns with the minimum value,auto-split: one bug per short thread
TAL-00849#1,TAL-00849,drawing_tools,slow-interaction,RC-1,resolved,When the tool is locked and the page is refreshed the lock state is removed,auto-split: one bug per short thread
TAL-00851#1,TAL-00851,drawing_tools,selection-menu-desync,RC-1,resolved,"When all options are deselected, the menu should automatically close",auto-split: one bug per short thread
TAL-00852#1,TAL-00852,drawing_tools,slow-interaction,RC-1,resolved,"The text positioning on the line requires correction, as the text box within the settings incorrectly inherits the same text styling/effects",auto-split: one bug per short thread
TAL-00853#1,TAL-00853,drawing_tools,slow-interaction,RC-1,resolved,"When tools are locked, it becomes difficult to select them with a single click",auto-split: one bug per short thread
TAL-00854#1,TAL-00854,drawing_tools,drag-mis-anchor,RC-3,resolved,Holding or dragging a locked tool causes noticeable chart lag during movement,auto-split: one bug per short thread
TAL-00855#1,TAL-00855,drawing_tools,slow-interaction,RC-1,resolved,"When a tool with a background is locked, the background color slightly shifts or its opacity changes unexpectedly",auto-split: one bug per short thread
TAL-00856#1,TAL-00856,drawing_tools,slow-interaction,RC-1,resolved,"The center handle should only control movement, not simultaneous movement and resizing",auto-split: one bug per short thread
TAL-00857#1,TAL-00857,drawing_tools,selection-menu-desync,RC-1,resolved,When all options are deselected from the show info menu should automatically close,auto-split: one bug per short thread
TAL-00858#1,TAL-00858,drawing_tools,drag-mis-anchor,RC-3,resolved,"The input levels have control issues, where each level affects another level incorrectly. The level ordering is also incorrect. Additionally, when moving two points in the level value, they move as a single unit on the chart",auto-split: one bug per short thread
TAL-00859#1,TAL-00859,drawing_tools,selection-menu-desync,RC-1,resolved,"when adjusting two points in the level value, they move together as a single entity on the chart",auto-split: one bug per short thread
TAL-00861#1,TAL-00861,drawing_tools,label-mis-anchor,RC-3,resolved,The price label color is linked to the border color and cannot be modified independently,auto-split: one bug per short thread
TAL-00862#1,TAL-00862,drawing_tools,drag-mis-anchor,RC-3,resolved,"when adjusting two points in the level value, they move together as a single entity on the chart",auto-split: one bug per short thread
TAL-00863#1,TAL-00863,drawing_tools,slow-interaction,RC-1,resolved,When selecting Value and Percentage and then choosing Value nothing changes,auto-split: one bug per short thread
TAL-00864#1,TAL-00864,drawing_tools,drag-mis-anchor,RC-3,resolved,The Extend Right and Extend Left options are not available,auto-split: one bug per short thread
TAL-00865#1,TAL-00865,drawing_tools,drag-mis-anchor,RC-3,resolved,When selecting Value and Percentage and then choosing Value nothing changes The Extend Right and Extend Left options are not available,auto-split: one bug per short thread
TAL-00866#1,TAL-00866,drawing_tools,drag-mis-anchor,RC-3,resolved,When selecting Value and Percentage and then choosing Value nothing changes The Extend Right and Extend Left options are not available,auto-split: one bug per short thread
TAL-00867#1,TAL-00867,drawing_tools,slow-interaction,RC-1,resolved,The Level Value Bottom option is not working,auto-split: one bug per short thread
TAL-00868#1,TAL-00868,drawing_tools,slow-interaction,RC-1,resolved,"When I enable the background option, the background doesn't appear unless I specify a color.",auto-split: one bug per short thread
TAL-00869#1,TAL-00869,drawing_tools,slow-interaction,RC-1,user_replied,بس اضغط على هاد العلامة تتفعل الباك جراوند تلقائي,auto-split: one bug per short thread
TAL-00870#1,TAL-00870,drawing_tools,ghost-after-delete,RC-1,resolved,these not work from quick manu,auto-split: one bug per short thread
TAL-00871#1,TAL-00871,drawing_tools,slow-interaction,RC-2,resolved,"When I click ""apply default"", the flag disappears.",auto-split: one bug per short thread
TAL-00872#1,TAL-00872,drawing_tools,first-click-fails,RC-1,user_replied,"When I click ""apply default,"" the image disappears from the settings but remains on the chart.",auto-split: one bug per short thread
TAL-00873#1,TAL-00873,drawing_tools,slow-interaction,RC-1,resolved,The Level Value Bottom option is not working,auto-split: one bug per short thread
TAL-00874#1,TAL-00874,drawing_tools,slow-interaction,RC-1,resolved,Remove the level postion,auto-split: one bug per short thread
TAL-00875#1,TAL-00875,drawing_tools,slow-interaction,RC-1,resolved,Delete the level position,auto-split: one bug per short thread
TAL-00876#1,TAL-00876,drawing_tools,slow-interaction,RC-1,resolved,Delete the level position,auto-split: one bug per short thread
TAL-00877#1,TAL-00877,drawing_tools,slow-interaction,RC-1,resolved,Tool selection needs improvement,auto-split: one bug per short thread
TAL-00878#1,TAL-00878,drawing_tools,slow-interaction,RC-1,resolved,Bold and italic text formatting do not work correctly in Arabic and require fixing,auto-split: one bug per short thread
TAL-00879#1,TAL-00879,drawing_tools,quick-menu-defect,RC-1,resolved,all text tools after refresh the saved templets delete,auto-split: one bug per short thread
TAL-00880#1,TAL-00880,drawing_tools,label-mis-anchor,RC-3,resolved,"When I zoom in, the blue dots increase; let them stay constant.",auto-split: one bug per short thread
TAL-00882#1,TAL-00882,drawing_tools,first-click-fails,RC-1,user_replied,same bugs of fixed VP,auto-split: one bug per short thread
TAL-00884#1,TAL-00884,drawing_tools,quick-menu-defect,RC-1,resolved,The italic option is not available in the quick menu Is it possible to add an option to hide the main line while keeping only the label visible,auto-split: one bug per short thread
TAL-00896#1,TAL-00896,drawing_tools,indicator-lifecycle,RC-6,resolved,"The indicator disappears in some cases when zooming out switching timeframes, and moving the chart",auto-split: one bug per short thread
TAL-00898#1,TAL-00898,drawing_tools,indicator-lifecycle,RC-6,resolved,"The indicator disappears in some cases when zooming out switching timeframes, and moving the chart",auto-split: one bug per short thread
TAL-00899#1,TAL-00899,drawing_tools,indicator-lifecycle,RC-6,resolved,"The indicator disappears in some cases when zooming out switching timeframes, and moving the chart background checkbox dont work",auto-split: one bug per short thread
TAL-00904#1,TAL-00904,drawing_tools,slow-interaction,RC-1,resolved,"When unchecking the Coppock Curve line and then re-enabling it via the checkbox, the line does not work again",auto-split: one bug per short thread
TAL-00938#1,TAL-00938,drawing_tools,indicator-lifecycle,RC-6,resolved,"When I pin any indicator and then refresh the page, the pinned item disappears.",auto-split: one bug per short thread
TAL-00943#1,TAL-00943,drawing_tools,slow-interaction,RC-1,resolved,this not work,auto-split: one bug per short thread
TAL-00953#1,TAL-00953,drawing_tools,indicator-lifecycle,RC-6,resolved,"When I hide the indicator and then bring it back, it doesn't return; it stays hidden.",auto-split: one bug per short thread
TAL-00960#1,TAL-00960,drawing_tools,slow-interaction,RC-1,resolved,not same,auto-split: one bug per short thread
TAL-01100#1,TAL-01100,drawing_tools,slow-interaction,RC-1,resolved,النقطة الاخيرة بتختفي,auto-split: one bug per short thread
TAL-01120#1,TAL-01120,drawing_tools,selection-menu-desync,RC-1,resolved,"When selecting an Tools right-clicking the mouse does not deselect it instead, it opens a menu",auto-split: one bug per short thread
TAL-01121#1,TAL-01121,drawing_tools,drag-mis-anchor,RC-3,resolved,"When selecting the cursor/pointer, it snaps to the vertical grid lines whenever it gets close to them.",auto-split: one bug per short thread
TAL-01122#1,TAL-01122,drawing_tools,slow-interaction,RC-1,resolved,Why does the line start from the triangle’s tip instead of starting from the end of the triangle (the endpoint)?,auto-split: one bug per short thread
TAL-01123#1,TAL-01123,drawing_tools,slow-interaction,RC-1,resolved,"When zooming in or out, the endpoint moves",auto-split: one bug per short thread
TAL-01124#1,TAL-01124,drawing_tools,drag-mis-anchor,RC-3,resolved,"When using copy-paste and clone, the endpoints of the lines sometimes stick together.",auto-split: one bug per short thread
TAL-01125#1,TAL-01125,drawing_tools,drag-mis-anchor,RC-3,resolved,When locking the tool and dragging it to the left then releasing it the tool and the chart turn into a straight line,auto-split: one bug per short thread
TAL-01126#1,TAL-01126,drawing_tools,slow-interaction,RC-1,resolved,"Bring Forward, Bring Back, and Object Tree are not working",auto-split: one bug per short thread
TAL-01128#1,TAL-01128,drawing_tools,slow-interaction,RC-1,resolved,"When I copy and paste or clone an object, the tool lines become linked to each other",auto-split: one bug per short thread
TAL-01129#1,TAL-01129,drawing_tools,drag-mis-anchor,RC-3,resolved,"When dragging and dropping the chart to the left, the chart moves along with the tools downward, as shown in the image",auto-split: one bug per short thread
TAL-01130#1,TAL-01130,drawing_tools,slow-interaction,RC-2,resolved,When locking a tool and holding it while moving it strong lag occurs,auto-split: one bug per short thread
TAL-01131#1,TAL-01131,drawing_tools,visibility-toggle,RC-2,resolved,"**Translation:** When selecting from the Show Info list, if I try to hide the menu by clicking inside the main menu box, it does not disappear unless I click multiple times.",auto-split: one bug per short thread
TAL-01132#1,TAL-01132,drawing_tools,slow-interaction,RC-1,resolved,"If I try to hide the Show Info using the checkbox, the menu appears briefly and then disappears",auto-split: one bug per short thread
TAL-01133#1,TAL-01133,drawing_tools,slow-interaction,RC-1,resolved,The Arabic text has an issue with horizontal alignment,auto-split: one bug per short thread
TAL-01134#1,TAL-01134,drawing_tools,slow-interaction,RC-1,resolved,The Arabic text has an issue with center alignment,auto-split: one bug per short thread
TAL-01135#1,TAL-01135,drawing_tools,slow-interaction,RC-1,resolved,The spacing between the line and the text is not equal,auto-split: one bug per short thread
TAL-01136#1,TAL-01136,drawing_tools,slow-interaction,RC-1,resolved,The issue with Shift and the line has not been resolved yet,auto-split: one bug per short thread
TAL-01137#1,TAL-01137,drawing_tools,slow-interaction,RC-1,resolved,"The Arabic text has an issue with center, vertical, and horizontal alignment.",auto-split: one bug per short thread
TAL-01138#1,TAL-01138,drawing_tools,slow-interaction,RC-1,resolved,"The Arabic text has an issue with center, vertical, and horizontal alignment.",auto-split: one bug per short thread
TAL-01139#1,TAL-01139,drawing_tools,slow-interaction,RC-1,resolved,"The Arabic text has an issue with center, vertical, and horizontal alignment, as well as rotation",auto-split: one bug per short thread
TAL-01140#1,TAL-01140,drawing_tools,slow-interaction,RC-1,resolved,The Arabic text has an issue with center and vertical and horeizntal alignment,auto-split: one bug per short thread
TAL-01141#1,TAL-01141,drawing_tools,slow-interaction,RC-1,resolved,The Arabic text has an issue with center and vertical and horeizntal alignment,auto-split: one bug per short thread
TAL-01142#1,TAL-01142,drawing_tools,slow-interaction,RC-1,user_replied,Control points after extend,auto-split: one bug per short thread
TAL-01143#1,TAL-01143,drawing_tools,slow-interaction,RC-1,resolved,"If I make changes to the tools and then click outside the main menu box, the settings are saved as if I had pressed save",auto-split: one bug per short thread
TAL-01144#1,TAL-01144,drawing_tools,slow-interaction,RC-1,resolved,"The Arabic text has an issue with center, vertical, and horizontal alignment",auto-split: one bug per short thread
TAL-01145#1,TAL-01145,drawing_tools,label-mis-anchor,RC-3,resolved,There is a problem with the time label,auto-split: one bug per short thread
TAL-01146#1,TAL-01146,drawing_tools,label-mis-anchor,RC-3,user_replied,A white background appears when the price and time labels are enabled,auto-split: one bug per short thread
TAL-01148#1,TAL-01148,drawing_tools,slow-interaction,RC-1,resolved,"When opening the template menu and then clicking inside the main menu box, the menu does not close; I have to close it using the X button.",auto-split: one bug per short thread
TAL-01149#1,TAL-01149,drawing_tools,slow-interaction,RC-1,resolved,"When hovering with the mouse, control points appear. When clicking the tool, the control points shift from their position when the tool is locked, the control points do not change their positions",auto-split: one bug per short thread
TAL-01150#1,TAL-01150,drawing_tools,drag-mis-anchor,RC-3,resolved,"""When the tool is locked and moved, the chart does not move",auto-split: one bug per short thread
TAL-01151#1,TAL-01151,drawing_tools,drag-mis-anchor,RC-3,resolved,"""When the tool is locked and moved, the chart does not move",auto-split: one bug per short thread
TAL-01152#1,TAL-01152,drawing_tools,slow-interaction,RC-1,resolved,"When the keyboard is set to Arabic input, shortcuts like Undo and Redo do not work unless it is switched to English input",auto-split: one bug per short thread
TAL-01153#1,TAL-01153,drawing_tools,drag-mis-anchor,RC-3,resolved,All tools are snapping to the grid lines,auto-split: one bug per short thread
TAL-01154#1,TAL-01154,drawing_tools,slow-interaction,RC-1,resolved,"The Arabic text has an issue with center, vertical, and horizontal alignment",auto-split: one bug per short thread
TAL-01155#1,TAL-01155,drawing_tools,slow-interaction,RC-1,resolved,"If I try to hide the Show Info using the checkbox, the menu appears briefly and then disappears",auto-split: one bug per short thread
TAL-01156#1,TAL-01156,drawing_tools,slow-interaction,RC-1,resolved,"If I delete tools using the Delete Drawing option or the Delete All Objects option, Undo restores previously deleted tools instead of restoring the last deleted one",auto-split: one bug per short thread
TAL-01160#1,TAL-01160,drawing_tools,slow-interaction,RC-1,resolved,make it clear,auto-split: one bug per short thread
TAL-01163#1,TAL-01163,drawing_tools,slow-interaction,RC-1,user_replied,I can't delete or edit the color values,auto-split: one bug per short thread
TAL-01164#1,TAL-01164,drawing_tools,quick-menu-defect,RC-1,resolved,"When I move the tools and then click on them, the quick menu moves as well",auto-split: one bug per short thread
TAL-01165#1,TAL-01165,drawing_tools,slow-interaction,RC-1,resolved,"When I click Save As and start typing immediately, the text appears on the chart. It would be better if, after clicking Save As the typing automatically went into the text input box instead.",auto-split: one bug per short thread
TAL-01166#1,TAL-01166,drawing_tools,slow-interaction,RC-1,resolved,"When I hide all the lines, one line remains visible",auto-split: one bug per short thread
TAL-01167#1,TAL-01167,drawing_tools,slow-interaction,RC-1,resolved,"When I change the value by two points, the line on the chart moves by only one point",auto-split: one bug per short thread
TAL-01168#1,TAL-01168,drawing_tools,slow-interaction,RC-1,resolved,Not all thickness options are working,auto-split: one bug per short thread
TAL-01169#1,TAL-01169,drawing_tools,slow-interaction,RC-1,resolved,Not all Style options are working.,auto-split: one bug per short thread
TAL-01170#1,TAL-01170,drawing_tools,slow-interaction,RC-1,resolved,"If the tool is locked and I use Copy & Paste or Clone, the duplicated tool is also locked. This behavior is inconsistent with the other tools",auto-split: one bug per short thread
TAL-01171#1,TAL-01171,drawing_tools,slow-interaction,RC-1,resolved,"Why not changing the position of the centre line from the Style settings, just like the input?",auto-split: one bug per short thread
TAL-01172#1,TAL-01172,drawing_tools,slow-interaction,RC-1,resolved,Switching between lower and upper in the Style and Input menu,auto-split: one bug per short thread
TAL-01173#1,TAL-01173,drawing_tools,slow-interaction,RC-1,resolved,Adjusting the position of the middle line in the Style menu,auto-split: one bug per short thread
TAL-01174#1,TAL-01174,drawing_tools,slow-interaction,RC-1,resolved,"When I change the value by two points, the line on the chart moves by only one point",auto-split: one bug per short thread
TAL-01175#1,TAL-01175,drawing_tools,slow-interaction,RC-1,resolved,"The names are different for the same function. When I change it in the Style settings, it does not update in the Inputs",auto-split: one bug per short thread
TAL-01176#1,TAL-01176,drawing_tools,slow-interaction,RC-1,resolved,Adjusting the position of the middle line in the Style menu.,auto-split: one bug per short thread
TAL-01177#1,TAL-01177,drawing_tools,slow-interaction,RC-1,resolved,Not all thickness and style options are working.,auto-split: one bug per short thread
TAL-01178#1,TAL-01178,drawing_tools,slow-interaction,RC-1,resolved,The blue control points do not appear when hovering the mouse over the tool or selection,auto-split: one bug per short thread
TAL-01179#1,TAL-01179,drawing_tools,quick-menu-defect,RC-1,resolved,"When changing the color from the quick menu, the middle line does not change color",auto-split: one bug per short thread
TAL-01180#1,TAL-01180,drawing_tools,slow-interaction,RC-1,resolved,"When I uncheck the level in the Inputs, I can still open the color in the Style settings and edit it",auto-split: one bug per short thread
TAL-01181#1,TAL-01181,drawing_tools,slow-interaction,RC-1,resolved,The type menu in the Inputs is not working properly,auto-split: one bug per short thread
TAL-01182#1,TAL-01182,drawing_tools,slow-interaction,RC-1,resolved,"When I change the value by two points, the line on the chart moves by only one point.",auto-split: one bug per short thread
TAL-01183#1,TAL-01183,drawing_tools,slow-interaction,RC-1,resolved,There is no style and thickness option for levels,auto-split: one bug per short thread
TAL-01184#1,TAL-01184,drawing_tools,slow-interaction,RC-1,resolved,"This option represents the price and the percentage, not the value and percentage.",auto-split: one bug per short thread
TAL-01188#1,TAL-01188,drawing_tools,slow-interaction,RC-1,resolved,"When changing the tool’s color while drawing it, another one appears in the default color then it changes to a different color",auto-split: one bug per short thread
TAL-01189#1,TAL-01189,drawing_tools,slow-interaction,RC-1,resolved,The trend line has no style or thickness options,auto-split: one bug per short thread
TAL-01190#1,TAL-01190,drawing_tools,slow-interaction,RC-1,resolved,"style menu / Level Values This option represents price and Value, not value and percentage",auto-split: one bug per short thread
TAL-01191#1,TAL-01191,drawing_tools,slow-interaction,RC-1,resolved,"This option represents price and Value, not value and percentage",auto-split: one bug per short thread
TAL-01192#1,TAL-01192,drawing_tools,slow-interaction,RC-1,resolved,"This option represents price and Value, not value and percentage",auto-split: one bug per short thread
TAL-01193#1,TAL-01193,drawing_tools,slow-interaction,RC-1,resolved,The trend line has no style or thickness options,auto-split: one bug per short thread
TAL-01194#1,TAL-01194,drawing_tools,slow-interaction,RC-1,resolved,I can’t change the value to zero,auto-split: one bug per short thread
TAL-01195#1,TAL-01195,drawing_tools,slow-interaction,RC-1,resolved,The values at the bottom are not clear,auto-split: one bug per short thread
TAL-01196#1,TAL-01196,drawing_tools,slow-interaction,RC-1,resolved,There is no background option in the style,auto-split: one bug per short thread
TAL-01197#1,TAL-01197,drawing_tools,slow-interaction,RC-1,resolved,"When the values are equal, the lines overlap each other. The adjusted line should remain in the same position, but be hidden. When the other line’s value is modified or hidden, the adjusted line should automatically appear",auto-split: one bug per short thread
TAL-01198#1,TAL-01198,drawing_tools,slow-interaction,RC-1,resolved,The values are not clear and need to be adjusted,auto-split: one bug per short thread
TAL-01199#1,TAL-01199,drawing_tools,slow-interaction,RC-1,resolved,"This option represents price and Value, not value and percentage",auto-split: one bug per short thread
TAL-01200#1,TAL-01200,drawing_tools,slow-interaction,RC-1,resolved,There are no negative values in the bar calculation,auto-split: one bug per short thread
TAL-01202#1,TAL-01202,drawing_tools,slow-interaction,RC-1,resolved,The values are not clear and need to be adjusted,auto-split: one bug per short thread
TAL-01203#1,TAL-01203,drawing_tools,slow-interaction,RC-1,resolved,The value and percentage should be displayed when selected,auto-split: one bug per short thread
TAL-01204#1,TAL-01204,drawing_tools,slow-interaction,RC-1,resolved,Remove right and left extend,auto-split: one bug per short thread
TAL-01205#1,TAL-01205,drawing_tools,slow-interaction,RC-1,resolved,"Remove the left and right extend, and remove the level position",auto-split: one bug per short thread
TAL-01206#1,TAL-01206,drawing_tools,slow-interaction,RC-1,resolved,The level numbers are overlapping,auto-split: one bug per short thread
TAL-01207#1,TAL-01207,drawing_tools,slow-interaction,RC-1,resolved,The level value needs to be fixed,auto-split: one bug per short thread
TAL-01208#1,TAL-01208,drawing_tools,slow-interaction,RC-1,resolved,"This option represents price and Value, not value and percentage",auto-split: one bug per short thread
TAL-01209#1,TAL-01209,drawing_tools,slow-interaction,RC-1,resolved,"When adjusting the value, not all levels change.",auto-split: one bug per short thread
TAL-01210#1,TAL-01210,drawing_tools,slow-interaction,RC-1,resolved,Bold and italic are not working,auto-split: one bug per short thread
TAL-01211#1,TAL-01211,drawing_tools,order-entry,RC-5,resolved,"Background, border, and wrap text are not working properly sometimes",auto-split: one bug per short thread
TAL-01212#1,TAL-01212,drawing_tools,slow-interaction,RC-1,resolved,Horizontal alignment changes the position of the text on the chart,auto-split: one bug per short thread
TAL-01213#1,TAL-01213,drawing_tools,slow-interaction,RC-1,resolved,Changing the font size also changes the position of the text,auto-split: one bug per short thread
TAL-01214#1,TAL-01214,drawing_tools,slow-interaction,RC-1,resolved,The control point is far from the text,auto-split: one bug per short thread
TAL-01215#1,TAL-01215,drawing_tools,order-entry,RC-5,resolved,"When selecting the text, the control point appears first, and then the border appears afterward.",auto-split: one bug per short thread
TAL-01216#1,TAL-01216,drawing_tools,order-entry,RC-5,resolved,"Background, border, and wrap text are not working properly",auto-split: one bug per short thread
TAL-01217#1,TAL-01217,drawing_tools,slow-interaction,RC-1,resolved,Horizontal alignment changes the position of the text on the chart,auto-split: one bug per short thread
TAL-01218#1,TAL-01218,drawing_tools,slow-interaction,RC-1,resolved,Changing the font size also changes the position of the text,auto-split: one bug per short thread
TAL-01219#1,TAL-01219,drawing_tools,slow-interaction,RC-1,resolved,Bold and italic are not working,auto-split: one bug per short thread
TAL-01220#1,TAL-01220,drawing_tools,order-entry,RC-5,resolved,"Background, border, are not working properly",auto-split: one bug per short thread
TAL-01221#1,TAL-01221,drawing_tools,slow-interaction,RC-1,resolved,Bold and italic are not working,auto-split: one bug per short thread
TAL-01222#1,TAL-01222,drawing_tools,slow-interaction,RC-1,resolved,Bold and italic are not working,auto-split: one bug per short thread
TAL-01223#1,TAL-01223,drawing_tools,order-entry,RC-5,resolved,"Background, border, and wrap text are not working properly",auto-split: one bug per short thread
TAL-01224#1,TAL-01224,drawing_tools,slow-interaction,RC-1,resolved,Changing the font size also changes the position of the text,auto-split: one bug per short thread
TAL-01228#1,TAL-01228,drawing_tools,slow-interaction,RC-1,resolved,Bold and italic are not working,auto-split: one bug per short thread
TAL-01229#1,TAL-01229,drawing_tools,order-entry,RC-5,resolved,"Background, border, are not working properly",auto-split: one bug per short thread
TAL-01230#1,TAL-01230,drawing_tools,label-mis-anchor,RC-3,resolved,"Label Background, border, are not working properly",auto-split: one bug per short thread
TAL-01233#1,TAL-01233,drawing_tools,slow-interaction,RC-1,resolved,Xabcd pattern,auto-split: one bug per short thread
TAL-01234#1,TAL-01234,drawing_tools,label-mis-anchor,RC-3,resolved,There are too few blue control points. We need more control points to be added 😂😂 We only need one control point at the beginning of the indicator,auto-split: one bug per short thread
TAL-01261#1,TAL-01261,drawing_tools,label-mis-anchor,RC-3,resolved,"Can we move the basis line to the middle between the upper and lower bands The price label keeps moving repeatedly, and the control point is not in the correct position. The price label position is changing repeatedly and is not stable",auto-split: one bug per short thread
TAL-01262#1,TAL-01262,drawing_tools,label-mis-anchor,RC-3,resolved,The price label keeps moving repeatedly,auto-split: one bug per short thread
TAL-01278#1,TAL-01278,drawing_tools,slow-interaction,RC-1,resolved,"The Style and Thickness dropdown menus should open downward, not upward",auto-split: one bug per short thread
TAL-01292#1,TAL-01292,drawing_tools,slow-interaction,RC-1,resolved,"If there is no main menu style, line style and thickness are useless",auto-split: one bug per short thread
TAL-01293#1,TAL-01293,drawing_tools,drag-mis-anchor,RC-3,resolved,The Volume Profile indicator disappears and reappears repeatedly while dragging or moving the chart,auto-split: one bug per short thread
TAL-01294#1,TAL-01294,drawing_tools,slow-interaction,RC-1,resolved,"If there is no main menu style, line style and thickness are useless",auto-split: one bug per short thread
TAL-01297#1,TAL-01297,drawing_tools,slow-interaction,RC-1,resolved,"When changing timeframes, the website completely hangs and becomes extremely heavy for several seconds",auto-split: one bug per short thread
TAL-01298#1,TAL-01298,drawing_tools,order-entry,RC-5,resolved,The line style settings are not working properly. Changing the line style has no effect.,auto-split: one bug per short thread
TAL-01299#1,TAL-01299,drawing_tools,label-mis-anchor,RC-3,resolved,The line style settings are not working properly. Changing the line style has no effect show label not working,auto-split: one bug per short thread
TAL-01303#1,TAL-01303,drawing_tools,slow-interaction,RC-1,resolved,"When drawing with the brush tool, a gap appears in the line",auto-split: one bug per short thread
TAL-01304#1,TAL-01304,drawing_tools,drag-mis-anchor,RC-3,resolved,"When using clone or copy-paste, the edges of the drawings overlap and stick together",auto-split: one bug per short thread
TAL-01305#1,TAL-01305,drawing_tools,slow-interaction,RC-1,resolved,The text section is not working properly in all its options.,auto-split: one bug per short thread
TAL-01307#1,TAL-01307,drawing_tools,drag-mis-anchor,RC-3,resolved,"When moving the line from the control point, the text stays in place, and when I release it, the text then snaps to the line. When moving the chart to the right or left, the text moves along the line with the chart",auto-split: one bug per short thread
TAL-01308#1,TAL-01308,drawing_tools,visibility-toggle,RC-2,resolved,"When I hide the tool in Visibility and then show it again, it does not reappear",auto-split: one bug per short thread
TAL-01309#1,TAL-01309,drawing_tools,visibility-toggle,RC-2,resolved,"When I hide the tool in Visibility and then show it again, it does not reappear",auto-split: one bug per short thread
TAL-01310#1,TAL-01310,drawing_tools,slow-interaction,RC-1,resolved,The text overlaps with the line.,auto-split: one bug per short thread
TAL-01311#1,TAL-01311,drawing_tools,slow-interaction,RC-1,user_replied,"There is a problem with the text in vertical mode horizontal alignment, And with italics",auto-split: one bug per short thread
TAL-01312#1,TAL-01312,drawing_tools,slow-interaction,RC-1,resolved,There is a problem with the text in vertical alignment,auto-split: one bug per short thread
TAL-01314#1,TAL-01314,drawing_tools,slow-interaction,RC-1,resolved,"When adjusting the control point, the text moves as well",auto-split: one bug per short thread
